42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	96.04
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42873.50000	42877.38125	42866.70833	47.33
42873.50000	42877.39097	42866.70833	172.03
42873.50000	42877.41389	42866.70833	0.00
42873.50000	42877.49653	42866.70833	0.00
42873.50000	42877.49931	42866.70833	0.00
42873.50000	42877.50000	42866.70833	0.00
42873.50000	42877.50000	42866.70833	0.00
42873.50000	42877.50000	42866.70833	0.00
42873.50000	42877.50000	42866.70833	0.00
42873.50000	42877.50000	42866.70833	0.00
42873.50000	42877.50000	42866.70833	0.00
42877.38125	42886.44861	42866.70833	0.00
42877.39097	42886.47778	42866.70833	0.00
42877.41389	42886.44167	42866.70833	63.45
42877.49653	42886.47153	42866.70833	0.00
42877.49931	42886.47153	42866.70833	0.00
42877.50000	42886.45069	42866.70833	0.00
42877.50000	42886.45278	42866.70833	0.00
42877.50000	42886.46111	42866.70833	144.51
42877.50000	42886.46250	42866.70833	0.00
42877.50000	42886.46458	42866.70833	50.00
42877.50000	42886.48750	42866.70833	0.00
42886.44167	42898.50000	42866.70833	784.21
42886.44861	42898.51319	42866.70833	0.00
42886.45069	42898.50000	42866.70833	0.00
42886.45278	42898.50000	42866.70833	0.00
42886.46111	42898.53472	42866.70833	222.81
42886.46250	42898.51042	42866.70833	0.00
42886.46458	42898.51042	42866.70833	0.00
42886.47153	42898.50833	42866.70833	0.00
42886.47153	42898.50972	42866.70833	0.00
42886.47778	42898.49583	42866.70833	1209.31
42886.48750	42898.51250	42866.70833	0.00
42898.49583	42913.39514	42866.70833	153.90
42898.50000	42913.40486	42866.70833	397.52
42898.50000	42913.43056	42866.70833	0.00
42898.50000	42913.43681	42866.70833	120.08
42898.50833	42913.43403	42866.70833	60.61
42898.50972	42913.43750	42866.70833	0.00
42898.51042	42913.43194	42866.70833	0.00
42898.51042	42913.43889	42866.70833	0.00
42898.51250	42913.42847	42866.70833	0.00
42898.51319	42913.42153	42866.70833	0.00
42898.53472	42913.41319	42866.70833	239.67
42913.39514	42927.39375	42866.70833	0.00
42913.40486	42927.36597	42866.70833	1590.67
42913.41319	42927.40278	42866.70833	249.37
42913.42153	42927.44792	42866.70833	95.06
42913.42847	42927.43056	42866.70833	37.36
42913.43056	42927.43264	42866.70833	82.87
42913.43194	42927.41875	42866.70833	0.00
42913.43681	42927.46667	42866.70833	308.15
42913.43750	42927.43611	42866.70833	40.27
42913.43889	42927.46250	42866.70833	194.80
42927.36597	42949.35833	42866.70833	654.67
42927.39375	42949.36806	42866.70833	0.00
42927.40278	42949.37083	42866.70833	320.55
42927.41875	42949.41458	42866.70833	202.63
42927.43056	42949.43681	42866.70833	809.90
42927.43264	42949.38125	42866.70833	551.26
42927.43611	42949.38750	42866.70833	452.77
42927.44792	42949.37639	42866.70833	824.18
42927.46250	42949.44097	42866.70833	884.70
42927.46667	42949.38542	42866.70833	125.11
42949.35833	42978.36042	42866.70833	0.00
42949.36806	42978.75833	42866.70833	98.04
42949.37083	42978.39722	42866.70833	639.66
42949.37639	42978.40417	42866.70833	58.15
42949.38125	42978.41667	42866.70833	461.18
42949.38542	42978.56111	42866.70833	0.00
42949.38750	42978.59514	42866.70833	23.50
42949.41458	42978.51597	42866.70833	54.73
42949.42500	42978.49375	42866.70833	213.16
42949.43681	42978.39306	42866.70833	721.14
42949.44097	42978.53889	42866.70833	247.96
