42866.70833	42873.50000	42866.70833	573.66
42866.70833	42873.50000	42866.70833	23.31
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	531.67
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	99.02
42866.70833	42873.50000	42866.70833	82.18
42866.70833	42873.50000	42866.70833	104.13
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	22.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	0.00
42866.70833	42873.50000	42866.70833	12.50
42873.50000	42877.36181	42866.70833	833.12
42873.50000	42877.36181	42866.70833	693.69
42873.50000	42877.36458	42866.70833	821.45
42873.50000	42877.36944	42866.70833	636.46
42873.50000	42877.39653	42866.70833	587.77
42873.50000	42877.40694	42866.70833	458.51
42873.50000	42877.45417	42866.70833	149.03
42873.50000	42877.48958	42866.70833	683.31
42873.50000	42877.49097	42866.70833	1025.01
42873.50000	42877.49722	42866.70833	345.63
42873.50000	42877.52847	42866.70833	1094.50
42873.50000	42877.54306	42866.70833	304.56
42873.50000	42877.54514	42866.70833	315.86
42873.50000	42877.55764	42866.70833	1003.48
42873.50000	42877.59167	42866.70833	1142.60
42877.36181	42886.53542	42866.70833	1246.71
42877.36181	42886.55694	42866.70833	1825.51
42877.36458	42886.38194	42866.70833	1600.06
42877.36944	42886.37847	42866.70833	2222.58
42877.39653	42886.41042	42866.70833	330.37
42877.40694	42886.55347	42866.70833	1792.35
42877.45417	42886.38889	42866.70833	1727.76
42877.48958	42886.53125	42866.70833	1301.10
42877.49097	42886.39583	42866.70833	578.03
42877.49722	42886.48542	42866.70833	337.57
42877.52847	42886.55139	42866.70833	1289.49
42877.54306	42886.41528	42866.70833	319.75
42877.54514	42886.40208	42866.70833	836.89
42877.55764	42886.39097	42866.70833	838.68
42877.59167	42886.54861	42866.70833	1124.04
42886.37847	42898.66458	42866.70833	3203.31
42886.38194	42898.70694	42866.70833	6990.48
42886.38889	42898.67778	42866.70833	5382.99
42886.39097	42898.61458	42866.70833	1036.43
42886.39583	42898.60833	42866.70833	856.56
42886.40208	42898.57292	42866.70833	94.15
42886.41042	42898.64375	42866.70833	3682.64
42886.41528	42898.62083	42866.70833	2874.25
42886.48542	42898.62847	42866.70833	3540.98
42886.53125	42898.49167	42866.70833	392.80
42886.53542	42898.63681	42866.70833	1762.50
42886.54861	42898.72500	42866.70833	2980.00
42886.55139	42898.67569	42866.70833	4563.12
42886.55347	42898.68125	42866.70833	4820.53
42886.55694	42898.64653	42866.70833	1695.69
42898.49167	42913.38333	42866.70833	207.07
42898.57292	42913.37083	42866.70833	2833.85
42898.60833	42913.51736	42866.70833	3747.86
42898.61458	42913.52361	42866.70833	4443.82
42898.62083	42913.52917	42866.70833	4178.06
42898.62847	42913.48958	42866.70833	755.67
42898.63681	42913.59583	42866.70833	1180.04
42898.64375	42913.52500	42866.70833	2802.11
42898.64653	42913.49306	42866.70833	68.81
42898.66458	42913.58056	42866.70833	4987.00
42898.67569	42913.53819	42866.70833	1499.83
42898.67778	42913.54306	42866.70833	2335.29
42898.68125	42913.64236	42866.70833	6882.68
42898.70694	42913.62639	42866.70833	5224.98
42898.72500	42913.53056	42866.70833	2371.98
42913.37083	42927.51319	42866.70833	2350.45
42913.38333	42927.35000	42866.70833	2356.17
42913.48958	42927.49306	42866.70833	49.57
42913.49306	42927.34861	42866.70833	0.00
42913.51736	42927.52361	42866.70833	882.14
42913.52361	42927.52778	42866.70833	328.56
42913.52500	42927.55556	42866.70833	3545.48
42913.52917	42927.53403	42866.70833	581.79
42913.53056	42927.52986	42866.70833	43.05
42913.53819	42927.57292	42866.70833	4379.87
42913.54306	42927.55347	42866.70833	1255.72
42913.58056	42927.56875	42866.70833	1356.47
42913.59583	42927.65625	42866.70833	1337.80
42913.62639	42927.60139	42866.70833	1350.98
42913.64236	42927.59931	42866.70833	1357.52
42927.34861	42949.34861	42866.70833	0.00
42927.35000	42949.49514	42866.70833	1196.48
42927.49306	42949.50000	42866.70833	1517.95
42927.52361	42949.53819	42866.70833	6201.33
42927.52778	42949.51042	42866.70833	1040.54
42927.53403	42949.52986	42866.70833	3841.68
42927.55347	42949.55556	42866.70833	4149.64
42927.55556	42949.54028	42866.70833	2899.66
42927.56875	42949.55000	42866.70833	2191.07
42927.57292	42949.57083	42866.70833	3759.32
42927.59931	42949.60000	42866.70833	4574.63
42927.60139	42949.59375	42866.70833	3109.14
42927.65625	42949.53264	42866.70833	5989.59
42949.34861	42978.46806	42866.70833	1259.99
42949.49514	42978.35208	42866.70833	2864.94
42949.50000	42978.41389	42866.70833	2940.40
42949.51042	42978.58403	42866.70833	1434.04
42949.52986	42978.50000	42866.70833	15.66
42949.53264	42978.53264	42866.70833	2864.83
42949.53819	42978.35833	42866.70833	7345.36
42949.54028	42978.60556	42866.70833	1893.67
42949.55000	42978.55069	42866.70833	3542.36
42949.55556	42978.48750	42866.70833	4455.99
42949.57083	42978.61944	42866.70833	8291.67
42949.59375	42978.64306	42866.70833	12149.44
42949.60000	42978.57222	42866.70833	0.00
